status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,new_reaction_count,postive_reactions,negative_reactions,interesting
50,3,2594,309,444,36,254,42,2,8,3,0,55,298,11,1.5533980582524272
51,1,2574,77,11,3,75,2,0,0,0,0,2,77,0,0.18181818181818182
52,3,2558,119,72,28,103,16,0,0,0,0,16,119,0,0.8403361344537815
53,1,3032,100,21,13,95,5,0,0,0,0,5,100,0,0.34
54,3,3023,240,255,111,193,44,1,1,0,1,47,238,2,1.525
55,3,3001,164,136,48,146,15,2,0,1,0,18,163,1,1.1219512195121952
56,3,2984,202,327,42,171,30,1,0,0,0,31,202,0,1.8267326732673268
57,3,2972,211,284,46,186,25,0,0,0,0,25,211,0,1.5639810426540284
58,3,2951,148,114,16,136,10,0,2,0,0,12,146,2,0.8783783783783784
59,3,2942,97,81,16,84,13,0,0,0,0,13,97,0,1.0
60,3,2746,279,292,34,254,20,3,1,1,0,25,277,2,1.168458781362007
61,1,2744,263,8,0,245,14,4,0,0,0,18,263,0,0.030418250950570342
62,3,2742,177,193,34,151,25,1,0,0,0,26,177,0,1.2824858757062148
63,1,364,517,32,1,484,26,7,0,0,0,33,517,0,0.06382978723404255
64,3,361,289,258,33,256,33,0,0,0,0,33,289,0,1.0069204152249136
65,1,322,66,13,0,65,1,0,0,0,0,1,66,0,0.19696969696969696
66,1,321,112,6,0,104,8,0,0,0,0,8,112,0,0.05357142857142857
67,3,331,206,259,48,181,22,1,2,0,0,25,204,2,1.4902912621359223
68,3,310,362,468,86,305,56,0,0,1,0,57,361,1,1.5303867403314917
69,3,274,184,130,51,161,23,0,0,0,0,23,184,0,0.9836956521739131
70,3,255,216,251,34,199,16,0,0,0,1,17,215,1,1.3194444444444444
71,3,254,57,0,0,56,1,0,0,0,0,1,57,0,0.0
72,3,241,272,258,43,226,44,1,1,0,0,46,271,1,1.1066176470588236
73,3,216,248,247,34,208,33,3,2,0,2,40,244,4,1.1330645161290323
74,3,221,132,89,40,110,20,1,0,0,1,22,131,1,0.9772727272727273
75,3,193,226,341,41,196,30,0,0,0,0,30,226,0,1.6902654867256637
76,3,192,35,1,0,35,0,0,0,0,0,0,35,0,0.02857142857142857
77,3,181,219,316,36,170,46,3,0,0,0,49,219,0,1.6073059360730593
78,3,175,94,1,1,94,0,0,0,0,0,0,94,0,0.02127659574468085
79,3,164,259,368,50,234,25,0,0,0,0,25,259,0,1.613899613899614
80,3,149,62,1,0,62,0,0,0,0,0,0,62,0,0.016129032258064516
81,3,148,127,76,21,114,13,0,0,0,0,13,127,0,0.7637795275590551
82,3,144,149,63,15,134,15,0,0,0,0,15,149,0,0.5234899328859061
83,3,100,134,171,41,116,18,0,0,0,0,18,134,0,1.5820895522388059
84,3,54,392,461,47,360,32,0,0,0,0,32,392,0,1.2959183673469388
85,3,31,310,540,41,284,26,0,0,0,0,26,310,0,1.8741935483870968
86,1,204,14,3,0,12,2,0,0,0,0,2,14,0,0.21428571428571427
87,1,2245,293,6,1,275,15,3,0,0,0,18,293,0,0.023890784982935155
88,1,2169,236,12,0,226,8,1,1,0,0,10,235,1,0.05084745762711865
89,1,2107,312,10,0,291,18,3,0,0,0,21,312,0,0.03205128205128205
90,1,1764,24,12,0,24,0,0,0,0,0,0,24,0,0.5
91,0,2488,16,9,0,15,1,0,0,0,0,1,16,0,0.5625
92,1,2466,33,12,0,32,1,0,0,0,0,1,33,0,0.36363636363636365
93,1,2410,675,10,0,645,29,1,0,0,0,30,675,0,0.014814814814814815
94,1,2397,737,18,0,697,31,9,0,0,0,40,737,0,0.024423337856173677
95,1,2332,572,16,0,554,16,2,0,0,0,18,572,0,0.027972027972027972
96,1,1398,23,7,0,20,3,0,0,0,0,3,23,0,0.30434782608695654
97,1,1370,266,25,0,250,11,5,0,0,0,16,266,0,0.09398496240601503
98,3,1364,378,512,30,348,27,2,0,0,1,30,377,1,1.433862433862434
99,3,1256,421,709,30,373,45,2,0,1,0,48,420,1,1.7553444180522566
100,3,1254,1493,1979,753,1333,139,9,3,8,1,160,1481,12,1.8298727394507703
101,1,1193,76,17,0,76,0,0,0,0,0,0,76,0,0.2236842105263158
102,1,1715,36,11,0,34,2,0,0,0,0,2,36,0,0.3055555555555556
103,1,1326,19,8,0,18,0,0,1,0,0,1,18,1,0.42105263157894735
104,1,962,27,10,0,27,0,0,0,0,0,0,27,0,0.37037037037037035
105,1,899,117,2,53,108,9,0,0,0,0,9,117,0,0.4700854700854701
106,1,898,146,1,0,145,1,0,0,0,0,1,146,0,0.00684931506849315
107,1,885,166,0,13,151,7,0,0,8,0,15,158,8,0.0783132530120482
108,1,884,190,0,31,171,0,0,0,19,0,19,171,19,0.1631578947368421
109,1,872,217,16,0,213,4,0,0,0,0,4,217,0,0.07373271889400922
110,1,870,458,14,0,451,3,4,0,0,0,7,458,0,0.03056768558951965
111,1,854,553,15,0,538,12,3,0,0,0,15,553,0,0.027124773960216998
112,1,853,203,18,11,190,7,6,0,0,0,13,203,0,0.14285714285714285
113,1,827,1005,25,1,979,16,9,1,0,0,26,1004,1,0.025870646766169153
114,3,813,202,145,23,182,19,0,0,0,1,20,201,1,0.8316831683168316
115,1,815,428,14,0,419,4,5,0,0,0,9,428,0,0.03271028037383177
116,1,804,479,17,0,462,10,7,0,0,0,17,479,0,0.03549060542797495
117,3,802,212,116,11,201,10,1,0,0,0,11,212,0,0.5990566037735849
118,3,771,225,157,17,211,14,0,0,0,0,14,225,0,0.7733333333333333
119,3,753,171,46,5,156,12,2,1,0,0,15,170,1,0.2982456140350877
120,3,750,247,120,16,232,14,1,0,0,0,15,247,0,0.5506072874493927
121,3,727,269,453,39,242,26,1,0,0,0,27,269,0,1.828996282527881
122,3,726,258,486,32,235,23,0,0,0,0,23,258,0,2.007751937984496
123,1,723,109,2,1,104,5,0,0,0,0,5,109,0,0.027522935779816515
124,1,701,97,5,0,96,0,1,0,0,0,1,97,0,0.05154639175257732
125,3,704,280,199,25,254,24,2,0,0,0,26,280,0,0.8
126,3,703,325,77,21,293,30,1,1,0,0,32,324,1,0.30153846153846153
127,1,674,51,11,0,51,0,0,0,0,0,0,51,0,0.21568627450980393
128,3,678,280,825,47,243,35,1,1,0,0,37,279,1,3.1142857142857143
129,3,653,688,0,0,632,34,0,0,22,0,56,666,22,0.0
130,3,657,365,805,46,320,39,1,3,0,2,45,360,5,2.3315068493150686
131,1,625,295,5,0,295,0,0,0,0,0,0,295,0,0.01694915254237288
132,1,614,27,14,0,26,1,0,0,0,0,1,27,0,0.5185185185185185
133,1,1013,15,11,0,15,0,0,0,0,0,0,15,0,0.7333333333333333
134,1,986,16,12,0,16,0,0,0,0,0,0,16,0,0.75
135,1,588,29,12,0,29,0,0,0,0,0,0,29,0,0.41379310344827586
136,3,586,28,6,0,28,0,0,0,0,0,0,28,0,0.21428571428571427
137,1,6763,8,8,0,8,0,0,0,0,0,0,8,0,1.0
138,1,6761,10,9,0,10,0,0,0,0,0,0,10,0,0.9
139,1,6735,39,8,0,39,0,0,0,0,0,0,39,0,0.20512820512820512
140,1,6719,49,11,0,47,2,0,0,0,0,2,49,0,0.22448979591836735
141,3,6699,226,449,37,189,25,1,1,10,0,37,215,11,2.150442477876106
142,3,6698,104,49,13,91,12,0,0,1,0,13,103,1,0.5961538461538461
143,1,6680,251,17,0,244,7,0,0,0,0,7,251,0,0.06772908366533864
144,3,6678,244,589,48,213,29,1,1,0,0,31,243,1,2.610655737704918
145,3,6667,252,558,41,204,45,1,1,0,1,48,250,2,2.376984126984127
146,3,6650,121,15,4,114,4,2,1,0,0,7,120,1,0.15702479338842976
147,1,6646,321,5,0,307,11,2,1,0,0,14,320,1,0.01557632398753894
148,1,6645,103,8,3,99,4,0,0,0,0,4,103,0,0.10679611650485436
149,3,6630,136,31,16,122,14,0,0,0,0,14,136,0,0.34558823529411764
150,3,6628,337,247,27,300,35,1,1,0,0,37,336,1,0.8130563798219584
151,1,6633,648,13,0,627,18,3,0,0,0,21,648,0,0.020061728395061727
152,3,6626,175,157,14,157,18,0,0,0,0,18,175,0,0.9771428571428571
153,3,6606,339,424,36,296,38,1,4,0,0,43,335,4,1.3569321533923304
154,1,6605,341,3,0,331,8,2,0,0,0,10,341,0,0.008797653958944282
155,3,6601,177,131,27,150,27,0,0,0,0,27,177,0,0.8926553672316384
156,1,6519,201,0,0,195,4,2,0,0,0,6,201,0,0.0
157,1,6500,43,7,0,41,2,0,0,0,0,2,43,0,0.16279069767441862
158,1,6482,40,7,0,39,1,0,0,0,0,1,40,0,0.175
159,1,6878,58,14,0,57,1,0,0,0,0,1,58,0,0.2413793103448276
160,3,6882,403,525,42,363,36,1,3,0,0,40,400,3,1.4069478908188586
161,1,6880,148,4,3,144,4,0,0,0,0,4,148,0,0.0472972972972973
162,1,6864,150,24,2,144,6,0,0,0,0,6,150,0,0.17333333333333334
163,1,6870,53,12,0,53,0,0,0,0,0,0,53,0,0.22641509433962265
164,2,6868,144,15,8,140,4,0,0,0,0,4,144,0,0.1597222222222222
165,3,6866,298,491,46,262,34,2,0,0,0,36,298,0,1.8020134228187918
166,1,6865,171,4,1,166,5,0,0,0,0,5,171,0,0.029239766081871343
167,1,6803,4410,633,257,4315,73,17,5,0,0,95,4405,5,0.2018140589569161
168,3,6349,374,588,46,327,47,0,0,0,0,47,374,0,1.695187165775401
169,1,6331,181,20,0,180,1,0,0,0,0,1,181,0,0.11049723756906077
170,1,6286,267,20,1,249,8,10,0,0,0,18,267,0,0.07865168539325842
171,1,6284,60,7,0,59,1,0,0,0,0,1,60,0,0.11666666666666667
172,1,6247,98,23,5,95,2,1,0,0,0,3,98,0,0.2857142857142857
173,3,6242,26,7,0,26,0,0,0,0,0,0,26,0,0.2692307692307692
174,1,6224,255,18,0,244,11,0,0,0,0,11,255,0,0.07058823529411765
175,1,6207,174,6,1,167,5,2,0,0,0,7,174,0,0.040229885057471264
176,1,6194,64,5,1,59,5,0,0,0,0,5,64,0,0.09375
177,1,6193,62,3,0,58,4,0,0,0,0,4,62,0,0.04838709677419355
178,3,6196,192,417,40,168,22,1,1,0,0,24,191,1,2.3802083333333335
179,1,6192,110,18,6,110,0,0,0,0,0,0,110,0,0.21818181818181817
180,1,6191,119,12,7,117,2,0,0,0,0,2,119,0,0.15966386554621848
181,1,6152,42,11,0,41,0,1,0,0,0,1,42,0,0.2619047619047619
182,3,6111,234,355,34,178,52,2,0,1,1,56,232,2,1.6623931623931625
183,1,6087,54,10,0,53,1,0,0,0,0,1,54,0,0.18518518518518517
184,1,6085,82,8,0,80,1,0,0,1,0,2,81,1,0.0975609756097561
185,1,6090,18,8,0,18,0,0,0,0,0,0,18,0,0.4444444444444444
186,1,6050,147,17,7,141,5,1,0,0,0,6,147,0,0.16326530612244897
187,1,6049,80,8,0,79,1,0,0,0,0,1,80,0,0.1
188,3,6037,299,564,42,262,34,1,1,0,1,37,297,2,2.0267558528428093
189,1,5999,629,11,1,607,18,4,0,0,0,22,629,0,0.019077901430842606
190,1,5980,69,2,0,67,2,0,0,0,0,2,69,0,0.028985507246376812
191,3,5979,219,110,17,190,26,1,2,0,0,29,217,2,0.5799086757990868
192,1,5967,30,2,0,27,3,0,0,0,0,3,30,0,0.06666666666666667
193,1,5969,65,1,0,62,2,1,0,0,0,3,65,0,0.015384615384615385
194,1,5968,161,7,0,153,8,0,0,0,0,8,161,0,0.043478260869565216
195,3,5966,398,605,30,348,44,3,3,0,0,50,395,3,1.5954773869346734
196,1,6427,47,7,0,47,0,0,0,0,0,0,47,0,0.14893617021276595
197,1,6424,182,3,4,177,5,0,0,0,0,5,182,0,0.038461538461538464
198,3,6412,317,158,32,269,47,1,0,0,0,48,317,0,0.5993690851735016
199,3,6414,571,888,107,459,107,1,1,1,2,112,567,4,1.7425569176882663
200,1,6406,16,10,0,15,1,0,0,0,0,1,16,0,0.625
201,1,6392,30,9,0,30,0,0,0,0,0,0,30,0,0.3
202,1,6391,57,7,0,57,0,0,0,0,0,0,57,0,0.12280701754385964
203,1,6379,74,6,3,74,0,0,0,0,0,0,74,0,0.12162162162162163
204,3,6315,368,911,50,317,50,1,0,0,0,51,368,0,2.6114130434782608
205,1,6314,19,3,0,19,0,0,0,0,0,0,19,0,0.15789473684210525
206,1,6123,176,3,0,175,0,1,0,0,0,1,176,0,0.017045454545454544
207,1,6126,133,7,0,133,0,0,0,0,0,0,133,0,0.05263157894736842
208,1,6124,162,6,2,158,3,1,0,0,0,4,162,0,0.04938271604938271
209,3,5950,734,996,73,601,116,11,6,0,0,133,728,6,1.4564032697547684
210,2,5948,42,16,9,41,1,0,0,0,0,1,42,0,0.5952380952380952
211,2,5891,33,6,3,31,2,0,0,0,0,2,33,0,0.2727272727272727
212,3,5846,29,6,1,29,0,0,0,0,0,0,29,0,0.2413793103448276
213,1,5830,43,6,0,42,1,0,0,0,0,1,43,0,0.13953488372093023
214,1,5837,14,6,0,13,1,0,0,0,0,1,14,0,0.42857142857142855
215,3,5821,475,574,48,406,63,4,2,0,0,69,473,2,1.3094736842105263
216,1,5806,50,8,2,49,1,0,0,0,0,1,50,0,0.2
217,1,5805,94,23,6,94,0,0,0,0,0,0,94,0,0.30851063829787234
218,3,5767,303,34,3,291,11,1,0,0,0,12,303,0,0.12211221122112212
219,1,5766,168,7,1,167,1,0,0,0,0,1,168,0,0.047619047619047616
220,1,5752,248,14,0,241,7,0,0,0,0,7,248,0,0.056451612903225805
221,1,5755,422,6,0,410,8,3,1,0,0,12,421,1,0.014218009478672985
222,1,5754,189,3,0,184,2,0,3,0,0,5,186,3,0.015873015873015872
223,1,5753,390,17,2,382,5,3,0,0,0,8,390,0,0.04871794871794872
224,1,5744,618,28,0,597,14,7,0,0,0,21,618,0,0.045307443365695796
225,1,5746,191,2,2,188,2,1,0,0,0,3,191,0,0.020942408376963352
226,3,5718,321,1381,67,275,44,1,1,0,0,46,320,1,4.510903426791277
227,1,5668,364,7,2,347,15,2,0,0,0,17,364,0,0.024725274725274724
228,1,5620,51,10,0,51,0,0,0,0,0,0,51,0,0.19607843137254902
229,3,5617,282,524,38,247,34,0,1,0,0,35,281,1,1.9929078014184398
230,1,5936,369,14,1,362,7,0,0,0,0,7,369,0,0.04065040650406504
231,1,5926,138,16,6,133,4,1,0,0,0,5,138,0,0.15942028985507245
232,1,5906,96,9,1,93,1,2,0,0,0,3,96,0,0.10416666666666667
233,1,5899,186,11,0,184,1,1,0,0,0,2,186,0,0.05913978494623656
234,1,5894,487,15,0,461,14,12,0,0,0,26,487,0,0.030800821355236138
235,3,5868,282,19,4,257,20,3,2,0,0,25,280,2,0.08156028368794327
236,1,5302,383,8,1,367,13,3,0,0,0,16,383,0,0.02349869451697128
237,1,5289,216,0,1,211,5,0,0,0,0,5,216,0,0.004629629629629629
238,1,5294,48,0,0,45,2,1,0,0,0,3,48,0,0.0
239,3,5293,885,462,26,659,220,0,2,0,0,222,879,2,0.5514124293785311
240,1,5292,185,11,1,175,10,0,0,0,0,10,185,0,0.06486486486486487
241,1,5291,259,1,1,251,7,0,1,0,0,8,258,1,0.007722007722007722
242,1,5290,299,9,0,291,8,0,0,0,0,8,299,0,0.030100334448160536
243,1,5275,199,9,1,186,13,0,0,0,0,13,199,0,0.05025125628140704
244,1,5278,717,40,1,680,30,7,0,0,0,37,717,0,0.05718270571827057
245,1,5258,155,2,0,150,5,0,0,0,0,5,155,0,0.012903225806451613
246,1,5255,293,8,0,282,11,0,0,0,0,11,293,0,0.027303754266211604
247,1,5197,243,6,0,237,5,1,0,0,0,6,243,0,0.024691358024691357
248,1,5164,264,2,0,256,2,5,0,0,0,7,263,0,0.007575757575757576
249,1,5163,313,3,0,297,7,6,0,0,0,13,310,0,0.009584664536741214
250,1,5128,208,1,0,201,7,0,0,0,0,7,208,0,0.004807692307692308
251,1,5127,216,0,0,209,6,1,0,0,0,7,216,0,0.0
252,1,5126,247,6,0,234,9,1,0,0,0,10,244,0,0.024291497975708502
253,1,5125,152,1,0,146,5,1,0,0,0,6,152,0,0.006578947368421052
254,1,5079,387,3,0,368,16,1,0,0,0,17,385,0,0.007751937984496124
255,1,5044,178,9,0,170,6,0,0,0,0,6,176,0,0.05056179775280899
256,1,5043,218,4,0,212,5,1,0,0,0,6,218,0,0.01834862385321101
257,1,5042,270,3,0,256,10,3,0,0,0,13,269,0,0.011111111111111112
258,1,5515,351,4,1,344,6,0,0,0,0,6,350,0,0.014245014245014245
259,1,5514,232,0,2,224,8,0,0,0,0,8,232,0,0.008620689655172414
260,1,5513,252,3,0,244,4,4,0,0,0,8,252,0,0.011904761904761904
261,1,5512,122,0,0,114,8,0,0,0,0,8,122,0,0.0
262,1,5457,209,4,0,199,9,1,0,0,0,10,209,0,0.019138755980861243
263,1,5456,305,5,1,295,10,0,0,0,0,10,305,0,0.019672131147540985
264,1,5391,71,10,2,70,1,0,0,0,0,1,71,0,0.16901408450704225
265,1,4825,290,12,0,275,13,1,1,0,0,15,289,1,0.041379310344827586
266,1,4543,67,6,3,66,0,1,0,0,0,1,67,0,0.13432835820895522
267,1,4544,783,11,0,752,30,1,0,0,0,31,783,0,0.0140485312899106
268,1,4389,77,2,0,76,1,0,0,0,0,1,77,0,0.025974025974025976
269,3,4372,22,0,0,22,0,0,0,0,0,0,22,0,0.0
270,1,4360,103,0,0,100,2,1,0,0,0,3,103,0,0.0
271,3,4340,32,0,2,32,0,0,0,0,0,0,32,0,0.0625
272,1,4317,239,5,2,229,8,0,0,2,0,10,237,2,0.029288702928870293
273,1,4318,111,6,0,110,1,0,0,0,0,1,111,0,0.05405405405405406
274,3,4969,51,0,1,51,0,0,0,0,0,0,51,0,0.0196078431372549
275,3,4968,34,4,0,34,0,0,0,0,0,0,34,0,0.11764705882352941
276,0,4904,15,0,0,15,0,0,0,0,0,0,15,0,0.0
277,3,4905,75,0,5,75,0,0,0,0,0,0,75,0,0.06666666666666667
278,1,4887,177,2,0,173,2,2,0,0,0,4,177,0,0.011299435028248588
279,1,4886,520,8,0,505,13,2,0,0,0,15,520,0,0.015384615384615385
280,1,4501,134,2,0,132,2,0,0,0,0,2,134,0,0.014925373134328358
281,1,4503,228,1,1,220,7,1,0,0,0,8,228,0,0.008771929824561403
282,3,4301,498,254,17,408,77,5,6,1,1,90,490,8,0.5441767068273092
283,1,4087,166,5,2,159,7,0,0,0,0,7,166,0,0.04216867469879518
284,3,4049,272,265,20,228,44,0,0,0,0,44,272,0,1.0477941176470589
285,1,4048,127,7,1,125,2,0,0,0,0,2,127,0,0.06299212598425197
286,1,4030,30,0,0,29,0,1,0,0,0,1,30,0,0.0
287,0,4029,33,1,1,33,0,0,0,0,0,0,33,0,0.06060606060606061
288,1,3939,252,5,0,239,9,4,0,0,0,13,252,0,0.01984126984126984
289,1,3912,287,0,0,286,0,1,0,0,0,1,287,0,0.0
290,1,3890,264,8,3,257,5,2,0,0,0,7,264,0,0.041666666666666664
291,1,3889,152,5,1,148,3,1,0,0,0,4,152,0,0.039473684210526314
292,1,3888,61,5,0,57,3,1,0,0,0,4,61,0,0.08196721311475409
293,3,3887,172,7,7,163,6,2,1,0,0,9,171,1,0.08139534883720931
294,3,3886,616,523,21,459,125,21,8,0,1,155,605,9,0.8831168831168831
295,1,3844,188,0,0,184,4,0,0,0,0,4,188,0,0.0
296,3,3843,593,309,23,484,99,1,4,4,1,109,584,9,0.5598650927487352
297,1,3825,189,2,0,182,5,2,0,0,0,7,189,0,0.010582010582010581
298,1,3805,178,5,0,175,3,0,0,0,0,3,178,0,0.028089887640449437
299,1,3776,318,7,0,313,4,1,0,0,0,5,318,0,0.0220125786163522
300,1,3760,362,9,0,352,7,3,0,0,0,10,362,0,0.024861878453038673
301,1,3759,48,6,0,48,0,0,0,0,0,0,48,0,0.125
302,1,3758,248,1,0,244,3,1,0,0,0,4,248,0,0.004032258064516129
303,1,3739,520,2,0,509,11,0,0,0,0,11,520,0,0.0038461538461538464
304,1,3738,97,8,2,94,3,0,0,0,0,3,97,0,0.10309278350515463
305,1,4283,400,16,0,392,6,2,0,0,0,8,400,0,0.04
306,1,4245,218,0,0,212,6,0,0,0,0,6,218,0,0.0
307,1,4247,77,13,4,77,0,0,0,0,0,0,77,0,0.22077922077922077
308,1,4246,204,4,0,198,3,3,0,0,0,6,204,0,0.0196078431372549
309,1,4224,405,6,0,399,6,0,0,0,0,6,405,0,0.014814814814814815
310,1,4196,210,0,0,204,6,0,0,0,0,6,210,0,0.0
311,1,4169,214,1,0,208,5,1,0,0,0,6,214,0,0.004672897196261682
312,1,4172,374,4,0,360,7,7,0,0,0,14,374,0,0.0106951871657754
313,1,4171,457,3,0,444,10,3,0,0,0,13,457,0,0.006564551422319475
314,1,4170,215,0,0,205,8,2,0,0,0,10,215,0,0.0
315,3,4149,7,5,0,7,0,0,0,0,0,0,7,0,0.7142857142857143
316,1,4114,38,6,3,38,0,0,0,0,0,0,38,0,0.23684210526315788
317,1,3689,168,1,0,168,0,0,0,0,0,0,168,0,0.005952380952380952
318,1,3688,277,0,0,274,2,1,0,0,0,3,277,0,0.0
319,1,3540,196,1,0,190,6,0,0,0,0,6,196,0,0.00510204081632653
320,1,3541,100,3,0,99,1,0,0,0,0,1,100,0,0.03
321,1,3523,85,4,0,79,4,2,0,0,0,6,85,0,0.047058823529411764
322,1,3493,34,10,6,34,0,0,0,0,0,0,34,0,0.47058823529411764
323,1,3444,41,9,0,39,1,1,0,0,0,2,41,0,0.21951219512195122
324,1,3443,23,5,1,22,1,0,0,0,0,1,23,0,0.2608695652173913
325,3,3423,217,24,5,206,10,1,0,0,0,11,217,0,0.1336405529953917
326,1,3397,161,9,2,158,3,0,0,0,0,3,161,0,0.06832298136645963
327,1,3377,279,0,0,276,3,0,0,0,0,3,279,0,0.0
328,1,3357,97,9,3,95,2,0,0,0,0,2,97,0,0.12371134020618557
329,1,3328,489,3,0,480,6,3,0,0,0,9,489,0,0.006134969325153374
330,1,3329,245,4,0,242,3,0,0,0,0,3,245,0,0.0163265306122449
331,1,3307,270,5,0,268,2,0,0,0,0,2,270,0,0.018518518518518517
332,1,3306,166,11,1,165,1,0,0,0,0,1,166,0,0.07228915662650602
333,3,3305,121,18,3,110,11,0,0,0,0,11,121,0,0.17355371900826447
334,1,3304,33,9,1,33,0,0,0,0,0,0,33,0,0.30303030303030304
335,1,3303,72,1,0,72,0,0,0,0,0,0,72,0,0.013888888888888888
336,1,3302,174,0,0,173,1,0,0,0,0,1,174,0,0.0
337,1,3275,192,0,0,186,3,3,0,0,0,6,192,0,0.0
338,3,3274,286,61,5,250,30,5,1,0,0,36,285,1,0.23076923076923078
339,1,3273,231,0,0,230,0,1,0,0,0,1,231,0,0.0
340,1,3273,138,1,0,135,2,1,0,0,0,3,138,0,0.007246376811594203
341,1,3277,104,6,1,102,2,0,0,0,0,2,104,0,0.0673076923076923
342,1,3276,91,10,4,90,0,1,0,0,0,1,91,0,0.15384615384615385
343,1,3239,682,22,0,657,12,13,0,0,0,25,682,0,0.03225806451612903
344,3,3225,1379,769,69,1131,234,4,4,2,4,248,1369,10,0.6076867295141407
345,1,3224,629,16,1,610,16,2,1,0,0,19,628,1,0.02702702702702703
346,3,3160,58,4,3,58,0,0,0,0,0,0,58,0,0.1206896551724138
347,1,3143,272,9,0,268,2,2,0,0,0,4,272,0,0.03308823529411765
348,1,3142,213,2,2,207,6,0,0,0,0,6,213,0,0.018779342723004695
349,1,3119,225,2,0,220,5,0,0,0,0,5,225,0,0.008888888888888889
350,1,3097,463,48,2,450,8,4,1,0,0,13,462,1,0.1079913606911447
351,1,3098,285,7,0,276,8,1,0,0,0,9,285,0,0.02456140350877193
352,1,3096,526,18,0,512,12,2,0,0,0,14,526,0,0.034220532319391636
353,1,3078,418,4,0,406,9,3,0,0,0,12,418,0,0.009569377990430622
